payment_id,shipment_id,method,amount,ccy,bank,broker
P0000427,S0002217,wire,54209,JPY,bank_A,broker_Z
P0000428,S0004205,cashlike,105177,EUR,bank_A,broker_X
P0000429,S0003299,wire,177568,JPY,bank_B,broker_Y
P0000430,S0000261,letter_of_credit,118082,JPY,bank_A,broker_Z
P0000431,S0002884,cashlike,177093,EUR,bank_A,broker_Z
P0000432,S0004866,letter_of_credit,55486,USD,bank_B,broker_Y
P0000433,S0002697,cashlike,67157,USD,bank_C,broker_X
P0000434,S0002082,cashlike,1742,EUR,bank_B,broker_Y
P0000435,S0004394,cashlike,163992,USD,bank_A,broker_Z
P0000436,S0001117,wire,32931,USD,bank_C,broker_X
P0000437,S0001031,cashlike,108266,USD,bank_A,broker_Y
P0000438,S0000235,wire,7861,EUR,bank_B,broker_Z
P0000439,S0004315,wire,47906,EUR,bank_A,broker_Y
P0000440,S0001734,cashlike,8859,EUR,bank_A,broker_Z
P0000441,S0000720,letter_of_credit,120288,USD,bank_A,broker_Y
P0000442,S0003801,cashlike,141970,JPY,bank_C,broker_Y
P0000443,S0002185,letter_of_credit,189646,EUR,bank_C,broker_X
P0000444,S0001192,wire,67366,EUR,bank_B,broker_Y
P0000445,S0003508,wire,177317,EUR,bank_A,broker_Y
P0000446,S0004955,cashlike,170944,JPY,bank_B,broker_Z
P0000447,S0003230,cashlike,26242,JPY,bank_A,broker_X
P0000448,S0003857,wire,48977,JPY,bank_B,broker_Z
P0000449,S0004286,cashlike,112184,USD,bank_B,broker_Y
P0000450,S0002585,letter_of_credit,94299,JPY,bank_C,broker_X
P0000451,S0004415,letter_of_credit,36802,EUR,bank_A,broker_Z
P0000452,S0003905,wire,7984,EUR,bank_B,broker_Y
P0000453,S0002517,cashlike,101595,EUR,bank_C,broker_X
P0000454,S0003935,wire,108606,JPY,bank_C,broker_Z
P0000455,S0001101,cashlike,21568,JPY,bank_C,broker_Y
P0000456,S0001753,letter_of_credit,151497,USD,bank_C,broker_Y
P0000457,S0001232,letter_of_credit,155531,JPY,bank_B,broker_Z
P0000458,S0004274,cashlike,143331,USD,bank_B,broker_Y
P0000459,S0004918,letter_of_credit,46529,EUR,bank_C,broker_Y
P0000460,S0001802,letter_of_credit,98386,EUR,bank_C,broker_Y
P0000461,S0001330,wire,114807,JPY,bank_B,broker_Y
P0000462,S0000650,cashlike,54812,EUR,bank_C,broker_X
P0000463,S0001308,letter_of_credit,16911,EUR,bank_A,broker_Y
P0000464,S0003185,cashlike,197168,JPY,bank_C,broker_Y
P0000465,S0004515,cashlike,61132,EUR,bank_C,broker_Y
P0000466,S0002451,letter_of_credit,120006,JPY,bank_A,broker_Y
P0000467,S0001588,wire,98455,EUR,bank_C,broker_Y
P0000468,S0003719,wire,10232,JPY,bank_C,broker_X
P0000469,S0002812,cashlike,99090,EUR,bank_C,broker_Y
P0000470,S0004682,cashlike,109678,EUR,bank_B,broker_X
P0000471,S0004405,letter_of_credit,34313,USD,bank_C,broker_Z
P0000472,S0004037,letter_of_credit,107878,USD,bank_C,broker_Y
P0000473,S0001992,cashlike,68943,EUR,bank_C,broker_X
P0000474,S0004043,cashlike,98975,USD,bank_B,broker_Y
P0000475,S0004886,cashlike,155526,USD,bank_A,broker_Z
P0000476,S0004562,wire,42689,USD,bank_B,broker_Z
P0000477,S0001345,wire,130367,EUR,bank_B,broker_Z
P0000478,S0000695,cashlike,138845,USD,bank_C,broker_X
P0000479,S0004959,cashlike,97142,EUR,bank_C,broker_Y
P0000480,S0000806,wire,185962,JPY,bank_A,broker_Z
P0000481,S0001898,wire,65064,EUR,bank_B,broker_Y
P0000482,S0001201,letter_of_credit,157846,EUR,bank_B,broker_Y
P0000483,S0003231,wire,22708,JPY,bank_B,broker_X
P0000484,S0001546,cashlike,123942,USD,bank_C,broker_Y
P0000485,S0002413,cashlike,23645,EUR,bank_C,broker_Y
P0000486,S0000944,wire,194758,JPY,bank_B,broker_Z
P0000487,S0004029,letter_of_credit,181733,JPY,bank_A,broker_Z
P0000488,S0002577,letter_of_credit,62802,EUR,bank_C,broker_X
P0000489,S0001758,letter_of_credit,118501,EUR,bank_A,broker_Y
P0000490,S0001234,cashlike,192884,JPY,bank_B,broker_Y
P0000491,S0002332,letter_of_credit,144599,JPY,bank_B,broker_X
P0000492,S0001496,cashlike,36562,JPY,bank_C,broker_Y
P0000493,S0003722,wire,158852,JPY,bank_B,broker_Y
P0000494,S0001115,cashlike,88437,USD,bank_B,broker_Y
P0000495,S0000419,wire,67733,EUR,bank_A,broker_X
P0000496,S0003169,letter_of_credit,33526,JPY,bank_A,broker_X
P0000497,S0000998,wire,111874,JPY,bank_C,broker_Z
P0000498,S0001510,wire,186593,JPY,bank_A,broker_Z
P0000499,S0003583,letter_of_credit,183149,USD,bank_C,broker_Z
P0000500,S0004905,cashlike,87939,JPY,bank_B,broker_X
P0000501,S0004267,letter_of_credit,117638,JPY,bank_C,broker_Z
P0000502,S0004592,letter_of_credit,24239,USD,bank_B,broker_Y
P0000503,S0004180,cashlike,166594,USD,bank_A,broker_Y
P0000504,S0004138,wire,75614,JPY,bank_C,broker_X
P0000505,S0001522,letter_of_credit,7579,USD,bank_B,broker_X
P0000506,S0003619,wire,39265,JPY,bank_A,broker_X
P0000507,S0002483,wire,7187,JPY,bank_C,broker_X
P0000508,S0003732,letter_of_credit,97807,USD,bank_C,broker_Z
P0000509,S0003600,cashlike,73056,USD,bank_C,broker_Y
P0000510,S0000799,cashlike,163915,EUR,bank_C,broker_Z
P0000511,S0004968,letter_of_credit,126678,JPY,bank_C,broker_X
P0000512,S0003539,cashlike,161578,USD,bank_A,broker_Y
P0000513,S0003603,cashlike,104136,EUR,bank_C,broker_X
P0000514,S0000665,letter_of_credit,13841,EUR,bank_A,broker_X
P0000515,S0000634,wire,106240,EUR,bank_C,broker_Y
P0000516,S0000663,cashlike,147869,USD,bank_B,broker_Y
P0000517,S0004991,cashlike,25185,USD,bank_A,broker_Y
P0000518,S0002151,letter_of_credit,70863,EUR,bank_B,broker_Y
P0000519,S0004952,wire,115977,USD,bank_A,broker_Y
P0000520,S0003948,letter_of_credit,126018,EUR,bank_B,broker_Z
P0000521,S0002452,cashlike,101122,EUR,bank_B,broker_Z
P0000522,S0002555,wire,131044,JPY,bank_A,broker_Y
P0000523,S0001798,letter_of_credit,156888,EUR,bank_B,broker_Y
P0000524,S0004168,wire,166288,EUR,bank_B,broker_Z
P0000525,S0004016,cashlike,180343,JPY,bank_C,broker_Z
P0000526,S0003219,wire,163906,USD,bank_B,broker_Y
P0000527,S0002145,cashlike,79657,USD,bank_C,broker_Y
P0000528,S0001157,wire,44942,JPY,bank_A,broker_X
P0000529,S0004358,cashlike,50385,EUR,bank_B,broker_X
P0000530,S0004046,wire,148689,USD,bank_B,broker_Z
P0000531,S0001975,wire,169600,JPY,bank_A,broker_Z
P0000532,S0001824,wire,11454,USD,bank_B,broker_X
P0000533,S0002055,letter_of_credit,95073,EUR,bank_C,broker_X
P0000534,S0000964,cashlike,75655,JPY,bank_C,broker_X
P0000535,S0004006,wire,77716,USD,bank_B,broker_X
P0000536,S0003392,wire,25947,USD,bank_A,broker_X
P0000537,S0004444,letter_of_credit,62686,EUR,bank_B,broker_Z
P0000538,S0004771,cashlike,94293,JPY,bank_A,broker_X
P0000539,S0002102,letter_of_credit,17553,JPY,bank_A,broker_Z
P0000540,S0003527,cashlike,45239,JPY,bank_C,broker_Z
P0000541,S0004487,letter_of_credit,79890,JPY,bank_C,broker_Z
P0000542,S0003093,wire,13265,USD,bank_B,broker_Z
P0000543,S0000129,wire,67777,JPY,bank_A,broker_Y
P0000544,S0001826,letter_of_credit,69980,EUR,bank_B,broker_X
P0000545,S0003267,letter_of_credit,93690,EUR,bank_B,broker_Y
P0000546,S0004418,cashlike,90670,EUR,bank_C,broker_Z
P0000547,S0004629,letter_of_credit,127588,EUR,bank_A,broker_X
P0000548,S0004875,cashlike,132293,JPY,bank_C,broker_X
P0000549,S0002177,wire,97058,EUR,bank_B,broker_Z
P0000550,S0003963,letter_of_credit,156806,JPY,bank_A,broker_Y
P0000551,S0000407,letter_of_credit,141877,JPY,bank_A,broker_Y
P0000552,S0004954,wire,2578,JPY,bank_B,broker_Y
P0000553,S0003179,letter_of_credit,150500,JPY,bank_A,broker_X
P0000554,S0001950,cashlike,45160,EUR,bank_B,broker_Y
P0000555,S0000181,letter_of_credit,1479,USD,bank_B,broker_Z
P0000556,S0004667,cashlike,166891,EUR,bank_C,broker_X
P0000557,S0000340,cashlike,51009,EUR,bank_C,broker_Z
P0000558,S0001375,wire,15029,EUR,bank_A,broker_Z
P0000559,S0001024,cashlike,36230,JPY,bank_B,broker_Y
P0000560,S0001190,letter_of_credit,2597,USD,bank_B,broker_Y
P0000561,S0001442,letter_of_credit,28013,EUR,bank_B,broker_Z
P0000562,S0002744,letter_of_credit,114643,EUR,bank_A,broker_X
P0000563,S0001918,wire,42878,EUR,bank_B,broker_Z
P0000564,S0004372,cashlike,99991,JPY,bank_A,broker_Z
P0000565,S0000334,cashlike,4424,USD,bank_C,broker_Z
P0000566,S0003635,cashlike,191190,USD,bank_B,broker_X
P0000567,S0001421,letter_of_credit,194068,EUR,bank_C,broker_Y
P0000568,S0002398,wire,135051,EUR,bank_B,broker_Z
P0000569,S0000883,wire,143748,USD,bank_C,broker_Z
P0000570,S0001212,letter_of_credit,147965,USD,bank_A,broker_X
P0000571,S0000036,letter_of_credit,61285,JPY,bank_A,broker_Y
P0000572,S0002056,wire,135219,EUR,bank_C,broker_X
P0000573,S0004962,letter_of_credit,69993,JPY,bank_C,broker_X
P0000574,S0004065,wire,61920,EUR,bank_A,broker_Z
P0000575,S0001291,wire,87551,EUR,bank_C,broker_Z
P0000576,S0003611,wire,64344,JPY,bank_A,broker_X
P0000577,S0001307,cashlike,8326,EUR,bank_B,broker_X
P0000578,S0000052,cashlike,190338,USD,bank_C,broker_Z
P0000579,S0000580,wire,51606,JPY,bank_B,broker_X
P0000580,S0000503,letter_of_credit,41901,JPY,bank_B,broker_X
P0000581,S0000243,letter_of_credit,102153,EUR,bank_B,broker_Z
P0000582,S0003675,wire,171732,USD,bank_A,broker_X
P0000583,S0002218,wire,161542,USD,bank_C,broker_Z
P0000584,S0000638,wire,36291,EUR,bank_A,broker_Y
P0000585,S0001621,wire,28525,JPY,bank_B,broker_Y
P0000586,S0003180,cashlike,122058,JPY,bank_B,broker_Z
P0000587,S0004769,letter_of_credit,130696,USD,bank_C,broker_Y
P0000588,S0000893,letter_of_credit,42567,EUR,bank_A,broker_Z
P0000589,S0002222,wire,4033,EUR,bank_B,broker_X
P0000590,S0001275,wire,84943,EUR,bank_C,broker_Y
P0000591,S0000173,cashlike,137758,JPY,bank_A,broker_X
P0000592,S0001814,cashlike,32170,USD,bank_C,broker_Z
P0000593,S0000125,wire,97638,EUR,bank_A,broker_Y
P0000594,S0001915,letter_of_credit,149442,EUR,bank_C,broker_Z
P0000595,S0002441,wire,30441,EUR,bank_A,broker_Y
P0000596,S0001204,wire,99663,USD,bank_B,broker_Y
P0000597,S0001755,letter_of_credit,103745,USD,bank_B,broker_X
P0000598,S0003407,letter_of_credit,148416,JPY,bank_A,broker_X
P0000599,S0001835,wire,61718,USD,bank_A,broker_Z
P0000600,S0002832,cashlike,77508,USD,bank_C,broker_X
P0000601,S0002949,cashlike,49394,EUR,bank_C,broker_X
P0000602,S0003393,wire,185755,EUR,bank_B,broker_Z
P0000603,S0002933,letter_of_credit,1896,JPY,bank_C,broker_Y
P0000604,S0003877,wire,64694,JPY,bank_C,broker_X
P0000605,S0004015,cashlike,35217,JPY,bank_B,broker_Y
P0000606,S0000556,wire,103009,USD,bank_B,broker_Y
P0000607,S0004648,wire,49961,EUR,bank_A,broker_Z
P0000608,S0000674,cashlike,149503,EUR,bank_B,broker_X
P0000609,S0002474,letter_of_credit,9409,JPY,bank_B,broker_Z
P0000610,S0002444,cashlike,3830,USD,bank_B,broker_Z
P0000611,S0000678,cashlike,157773,EUR,bank_A,broker_Z
P0000612,S0000175,wire,46791,EUR,bank_B,broker_X
P0000613,S0001685,letter_of_credit,99690,JPY,bank_C,broker_Z
P0000614,S0002292,letter_of_credit,164583,EUR,bank_C,broker_Y
P0000615,S0001807,letter_of_credit,21272,USD,bank_C,broker_X
P0000616,S0004268,letter_of_credit,48752,EUR,bank_A,broker_Y
P0000617,S0003819,wire,92449,USD,bank_A,broker_X
P0000618,S0002475,cashlike,28697,EUR,bank_B,broker_Z
P0000619,S0002418,cashlike,171417,EUR,bank_C,broker_Y
P0000620,S0000361,wire,160749,USD,bank_B,broker_Z
P0000621,S0002081,letter_of_credit,142109,USD,bank_B,broker_X
P0000622,S0001017,letter_of_credit,87182,EUR,bank_C,broker_X
P0000623,S0004863,wire,123276,JPY,bank_B,broker_Y
P0000624,S0002489,letter_of_credit,111684,EUR,bank_B,broker_Y
P0000625,S0004258,cashlike,161449,EUR,bank_C,broker_Y
P0000626,S0003664,cashlike,153206,JPY,bank_A,broker_Z
P0000627,S0002346,cashlike,97455,JPY,bank_A,broker_X
P0000628,S0000857,wire,118834,JPY,bank_A,broker_Z
P0000629,S0003441,letter_of_credit,69329,USD,bank_A,broker_Z
P0000630,S0004139,letter_of_credit,68210,USD,bank_A,broker_X
P0000631,S0000024,letter_of_credit,71028,JPY,bank_B,broker_Z
P0000632,S0001479,cashlike,8468,EUR,bank_A,broker_Z
P0000633,S0003911,cashlike,146727,EUR,bank_C,broker_Y
P0000634,S0003526,wire,107800,EUR,bank_C,broker_Y
P0000635,S0002726,cashlike,139261,EUR,bank_C,broker_X
P0000636,S0002529,letter_of_credit,127724,EUR,bank_C,broker_Y
P0000637,S0002209,cashlike,122556,EUR,bank_A,broker_Z
P0000638,S0002748,wire,14238,JPY,bank_A,broker_X
P0000639,S0001343,cashlike,178325,USD,bank_A,broker_X
P0000640,S0003037,cashlike,66903,EUR,bank_A,broker_Z
P0000641,S0001648,wire,159860,JPY,bank_C,broker_Y
P0000642,S0003058,cashlike,23292,EUR,bank_A,broker_Z
P0000643,S0004976,letter_of_credit,120701,EUR,bank_C,broker_Y
P0000644,S0004486,wire,29108,JPY,bank_B,broker_Z
P0000645,S0000919,cashlike,64303,EUR,bank_C,broker_X
P0000646,S0003999,cashlike,65221,EUR,bank_B,broker_Z
P0000647,S0000189,letter_of_credit,119481,USD,bank_C,broker_X
P0000648,S0003978,letter_of_credit,128669,JPY,bank_C,broker_X
P0000649,S0002098,cashlike,191622,EUR,bank_C,broker_X
P0000650,S0003020,cashlike,111265,USD,bank_C,broker_Y
P0000651,S0002189,letter_of_credit,153216,EUR,bank_C,broker_X
P0000652,S0004102,letter_of_credit,179264,JPY,bank_B,broker_Y
P0000653,S0004631,cashlike,86791,JPY,bank_A,broker_Y
P0000654,S0001769,cashlike,91361,JPY,bank_C,broker_X
P0000655,S0000768,letter_of_credit,45703,JPY,bank_B,broker_X
P0000656,S0002648,letter_of_credit,33173,USD,bank_A,broker_Z
P0000657,S0001398,cashlike,181449,JPY,bank_C,broker_Y
P0000658,S0003070,wire,181257,EUR,bank_C,broker_X
P0000659,S0001164,wire,65652,JPY,bank_A,broker_Z
P0000660,S0003827,letter_of_credit,83156,JPY,bank_B,broker_Y
P0000661,S0000233,letter_of_credit,78349,JPY,bank_B,broker_Y
P0000662,S0004549,wire,25541,JPY,bank_C,broker_Z
P0000663,S0004962,cashlike,151614,EUR,bank_A,broker_Y
P0000664,S0000201,wire,153555,EUR,bank_C,broker_Z
P0000665,S0001234,cashlike,69081,JPY,bank_B,broker_Z
P0000666,S0002597,letter_of_credit,123723,EUR,bank_B,broker_X
P0000667,S0001546,wire,20824,JPY,bank_B,broker_Y
P0000668,S0002589,letter_of_credit,171773,EUR,bank_B,broker_X
P0000669,S0002077,cashlike,9879,USD,bank_C,broker_X
P0000670,S0004355,cashlike,147497,JPY,bank_C,broker_X
P0000671,S0003061,wire,34241,JPY,bank_C,broker_Z
P0000672,S0003984,cashlike,85407,JPY,bank_C,broker_X
P0000673,S0004799,letter_of_credit,174591,JPY,bank_A,broker_X
P0000674,S0002021,letter_of_credit,87244,USD,bank_C,broker_Z
P0000675,S0003924,letter_of_credit,46253,USD,bank_B,broker_Z
P0000676,S0004634,letter_of_credit,45637,EUR,bank_A,broker_Z
P0000677,S0003974,letter_of_credit,6812,EUR,bank_C,broker_X
P0000678,S0000050,cashlike,68658,EUR,bank_B,broker_Y
P0000679,S0000264,letter_of_credit,37370,USD,bank_A,broker_Z
P0000680,S0004617,wire,197826,EUR,bank_A,broker_Y
P0000681,S0001548,cashlike,1234,USD,bank_B,broker_Y
P0000682,S0004478,wire,155642,EUR,bank_A,broker_X
P0000683,S0003350,wire,142266,USD,bank_B,broker_Y
P0000684,S0002889,letter_of_credit,191900,EUR,bank_A,broker_Y
P0000685,S0002457,cashlike,172407,USD,bank_C,broker_Z
P0000686,S0000336,wire,116965,EUR,bank_C,broker_Z
P0000687,S0000952,cashlike,43716,JPY,bank_C,broker_Z
P0000688,S0002819,letter_of_credit,74799,EUR,bank_C,broker_X
P0000689,S0003294,wire,81916,JPY,bank_A,broker_Z
P0000690,S0004399,wire,17989,JPY,bank_A,broker_Y
P0000691,S0002603,cashlike,156741,EUR,bank_B,broker_Z
P0000692,S0003382,letter_of_credit,173859,JPY,bank_C,broker_Z
P0000693,S0004004,wire,68892,JPY,bank_A,broker_Y
P0000694,S0003342,wire,100083,USD,bank_A,broker_X
P0000695,S0003433,wire,95366,USD,bank_A,broker_X
P0000696,S0003633,letter_of_credit,172458,USD,bank_A,broker_Z
P0000697,S0002508,letter_of_credit,17303,USD,bank_A,broker_Y
P0000698,S0000765,letter_of_credit,151572,JPY,bank_B,broker_X
P0000699,S0000042,letter_of_credit,194717,JPY,bank_B,broker_Y
P0000700,S0003668,letter_of_credit,130338,JPY,bank_B,broker_X
P0000701,S0003245,cashlike,141989,USD,bank_C,broker_Y
P0000702,S0004280,letter_of_credit,183274,USD,bank_C,broker_Y
P0000703,S0000430,letter_of_credit,75679,EUR,bank_A,broker_X
P0000704,S0001609,cashlike,142451,EUR,bank_C,broker_Y
P0000705,S0003175,letter_of_credit,32175,USD,bank_C,broker_X
P0000706,S0000915,cashlike,162934,JPY,bank_A,broker_Z
P0000707,S0003674,cashlike,74690,EUR,bank_A,broker_X
P0000708,S0004297,wire,163185,JPY,bank_B,broker_Y
P0000709,S0000782,letter_of_credit,135312,EUR,bank_B,broker_X
P0000710,S0003909,letter_of_credit,32196,USD,bank_A,broker_Z
P0000711,S0002033,wire,158307,USD,bank_C,broker_Z
P0000712,S0003266,letter_of_credit,136633,JPY,bank_A,broker_Z
P0000713,S0003269,letter_of_credit,91548,USD,bank_B,broker_Y
P0000714,S0002369,letter_of_credit,155058,EUR,bank_C,broker_Z
P0000715,S0001631,wire,12426,EUR,bank_A,broker_Z
P0000716,S0002252,cashlike,76820,USD,bank_C,broker_Y
P0000717,S0004545,letter_of_credit,57111,USD,bank_C,broker_X
P0000718,S0000269,wire,18748,EUR,bank_A,broker_Z
P0000719,S0001942,cashlike,33206,USD,bank_A,broker_Z
P0000720,S0002940,cashlike,14839,JPY,bank_B,broker_X
P0000721,S0000141,wire,148770,JPY,bank_B,broker_Y
P0000722,S0004356,letter_of_credit,191444,JPY,bank_C,broker_Y
P0000723,S0003565,wire,163454,EUR,bank_A,broker_X
P0000724,S0001643,wire,24639,USD,bank_C,broker_Z
P0000725,S0002998,cashlike,149098,USD,bank_A,broker_Y
P0000726,S0001953,letter_of_credit,117068,JPY,bank_A,broker_Y
P0000727,S0003034,wire,69194,USD,bank_C,broker_Y
P0000728,S0003990,wire,18842,USD,bank_A,broker_Z
P0000729,S0003871,cashlike,103411,JPY,bank_A,broker_Z
P0000730,S0004806,letter_of_credit,41090,USD,bank_C,broker_X
P0000731,S0004263,wire,120341,JPY,bank_A,broker_X
P0000732,S0003309,letter_of_credit,130432,JPY,bank_A,broker_Z
P0000733,S0002306,letter_of_credit,36478,USD,bank_B,broker_Z
P0000734,S0004466,cashlike,53344,JPY,bank_B,broker_Y
P0000735,S0000298,letter_of_credit,181162,JPY,bank_A,broker_Y
P0000736,S0000075,cashlike,3310,USD,bank_B,broker_Y
P0000737,S0001377,wire,129822,EUR,bank_C,broker_Z
P0000738,S0002569,cashlike,192111,JPY,bank_B,broker_Z
P0000739,S0002140,cashlike,4792,JPY,bank_C,broker_Y
P0000740,S0003238,letter_of_credit,130946,USD,bank_B,broker_Y
P0000741,S0003626,cashlike,10089,JPY,bank_B,broker_Z
P0000742,S0001567,letter_of_credit,31328,EUR,bank_B,broker_Y
P0000743,S0004795,wire,191921,EUR,bank_B,broker_Y
P0000744,S0003954,letter_of_credit,188719,USD,bank_A,broker_X
P0000745,S0004850,letter_of_credit,165371,USD,bank_C,broker_Z
P0000746,S0000312,wire,130627,USD,bank_C,broker_Y
P0000747,S0004346,wire,179315,EUR,bank_B,broker_X
P0000748,S0004928,letter_of_credit,52247,EUR,bank_A,broker_X
P0000749,S0003947,wire,154099,EUR,bank_C,broker_Z
P0000750,S0004844,wire,198192,USD,bank_C,broker_Y
P0000751,S0000980,cashlike,167170,JPY,bank_B,broker_Y
P0000752,S0004923,wire,167239,USD,bank_B,broker_Z
P0000753,S0000889,wire,13135,EUR,bank_C,broker_X
P0000754,S0002484,wire,127505,EUR,bank_A,broker_Y
P0000755,S0001741,wire,184988,USD,bank_B,broker_X
P0000756,S0002008,wire,111507,USD,bank_A,broker_Y
P0000757,S0004024,wire,33825,JPY,bank_B,broker_Y
P0000758,S0000282,letter_of_credit,93091,USD,bank_B,broker_X
P0000759,S0004190,wire,123061,USD,bank_C,broker_Y
P0000760,S0001377,wire,112783,EUR,bank_C,broker_Y
P0000761,S0001486,cashlike,41061,JPY,bank_B,broker_Z
P0000762,S0000941,wire,82875,EUR,bank_B,broker_X
P0000763,S0000308,cashlike,153423,JPY,bank_A,broker_Y
P0000764,S0001368,cashlike,23648,JPY,bank_A,broker_Z
P0000765,S0003634,wire,156975,JPY,bank_A,broker_X
P0000766,S0004737,letter_of_credit,26280,EUR,bank_C,broker_Z
P0000767,S0001858,letter_of_credit,133118,USD,bank_A,broker_Y
P0000768,S0004309,wire,19875,USD,bank_A,broker_Z
P0000769,S0004692,letter_of_credit,46819,JPY,bank_A,broker_X
P0000770,S0004027,wire,150314,JPY,bank_A,broker_Z
P0000771,S0004139,cashlike,12837,EUR,bank_A,broker_Z
P0000772,S0002933,wire,137231,JPY,bank_B,broker_Y
P0000773,S0000059,wire,20948,EUR,bank_A,broker_Y
P0000774,S0004299,wire,11798,USD,bank_C,broker_Z
P0000775,S0002002,wire,195161,JPY,bank_A,broker_X
P0000776,S0000770,letter_of_credit,199052,USD,bank_B,broker_Y
P0000777,S0003543,cashlike,115800,JPY,bank_A,broker_Z
P0000778,S0003348,cashlike,37810,JPY,bank_B,broker_X
P0000779,S0000896,letter_of_credit,57307,EUR,bank_B,broker_X
P0000780,S0000301,wire,123202,USD,bank_C,broker_Y
P0000781,S0004340,letter_of_credit,84286,USD,bank_A,broker_X
P0000782,S0000693,letter_of_credit,31591,USD,bank_B,broker_Y
P0000783,S0002390,letter_of_credit,70511,USD,bank_A,broker_Y
P0000784,S0001241,cashlike,82816,USD,bank_A,broker_X
P0000785,S0000465,wire,36034,JPY,bank_B,broker_Z
P0000786,S0000251,cashlike,116407,EUR,bank_A,broker_Y
P0000787,S0002984,cashlike,84302,EUR,bank_C,broker_Z
P0000788,S0002477,letter_of_credit,189442,USD,bank_A,broker_X
P0000789,S0001175,letter_of_credit,94650,JPY,bank_C,broker_Y
P0000790,S0001408,cashlike,60930,EUR,bank_C,broker_X
P0000791,S0003898,cashlike,1074,USD,bank_B,broker_X
P0000792,S0002351,letter_of_credit,89640,JPY,bank_B,broker_X
P0000793,S0004317,letter_of_credit,84143,EUR,bank_A,broker_Y
P0000794,S0001926,letter_of_credit,93985,JPY,bank_B,broker_Z
P0000795,S0003768,letter_of_credit,106110,USD,bank_C,broker_X
P0000796,S0004821,cashlike,63464,USD,bank_C,broker_X
P0000797,S0001193,wire,42998,EUR,bank_A,broker_Z
P0000798,S0002057,cashlike,182926,EUR,bank_B,broker_Y
P0000799,S0002140,cashlike,56115,USD,bank_B,broker_Z
P0000800,S0002194,letter_of_credit,103932,EUR,bank_A,broker_Z
P0000801,S0004555,cashlike,131873,EUR,bank_B,broker_Y
P0000802,S0004219,wire,106711,JPY,bank_A,broker_Y
P0000803,S0000219,wire,108650,JPY,bank_B,broker_X
P0000804,S0002322,letter_of_credit,177709,USD,bank_A,broker_Y
P0000805,S0003799,cashlike,167607,EUR,bank_B,broker_Y
P0000806,S0001757,cashlike,19039,JPY,bank_C,broker_Z
P0000807,S0000003,wire,64049,EUR,bank_B,broker_Y
P0000808,S0001370,wire,35998,JPY,bank_A,broker_X
P0000809,S0000148,letter_of_credit,53664,USD,bank_C,broker_X
P0000810,S0000372,wire,36848,JPY,bank_B,broker_X
P0000811,S0004351,letter_of_credit,20865,USD,bank_A,broker_Z
P0000812,S0001494,cashlike,159156,USD,bank_A,broker_Z
P0000813,S0001893,wire,112261,EUR,bank_A,broker_Z
P0000814,S0001573,letter_of_credit,14523,EUR,bank_C,broker_X
P0000815,S0003673,cashlike,93249,JPY,bank_B,broker_Y
P0000816,S0000598,wire,58157,USD,bank_C,broker_X
P0000817,S0000771,letter_of_credit,126309,USD,bank_B,broker_Z
P0000818,S0003587,wire,37712,EUR,bank_B,broker_Y
P0000819,S0002852,letter_of_credit,146664,JPY,bank_A,broker_X
