shipment_id,exporter_id,domain,incoterm,mode,qty,unit,invoice_id,description
S0000282,E001009,energy_equipment,DAP,road,146,pcs,INV806643,DESC energy_equipment 425
S0000283,E001325,medical_bio_lab,FOB,air,184,L,INV704108,DESC medical_bio_lab 294
S0000284,E001652,energy_equipment,CIF,air,45,L,INV972299,DESC energy_equipment 174
S0000285,E000924,maritime_port_equipment,FOB,sea,374,kg,INV780745,DESC maritime_port_equipment 230
S0000286,E000354,machine_tools,FOB,road,478,L,INV319865,DESC machine_tools 386
S0000287,E000567,chemicals_precursors,DAP,sea,368,L,INV691250,DESC chemicals_precursors 6
S0000288,E000262,luxury_dual_use_consumer,DAP,road,194,L,INV435076,DESC luxury_dual_use_consumer 476
S0000289,E000999,aerospace_uas_avionics,CIF,air,411,pcs,INV448815,DESC aerospace_uas_avionics 484
S0000290,E000381,aerospace_uas_avionics,FOB,air,13,kg,INV433835,DESC aerospace_uas_avionics 285
S0000291,E001981,energy_equipment,FOB,sea,151,L,INV464662,DESC energy_equipment 543
S0000292,E001847,aerospace_uas_avionics,FOB,air,191,kg,INV994524,DESC aerospace_uas_avionics 310
S0000293,E000271,luxury_dual_use_consumer,FOB,air,23,L,INV520877,DESC luxury_dual_use_consumer 30
S0000294,E001210,chemicals_precursors,FOB,sea,17,pcs,INV897772,DESC chemicals_precursors 342
S0000295,E000391,maritime_port_equipment,DAP,sea,300,L,INV891676,DESC maritime_port_equipment 768
S0000296,E000940,machine_tools,CIF,air,416,kg,INV969692,DESC machine_tools 370
S0000297,E001083,energy_equipment,FOB,road,485,L,INV100910,DESC energy_equipment 465
S0000298,E000468,machine_tools,DAP,sea,159,L,INV893528,DESC machine_tools 480
S0000299,E000924,maritime_port_equipment,CIF,air,239,pcs,INV210148,DESC maritime_port_equipment 774
S0000300,E000768,machine_tools,DAP,road,50,pcs,INV958088,DESC machine_tools 193
S0000301,E001968,medical_bio_lab,CIF,air,22,kg,INV904387,DESC medical_bio_lab 436
S0000302,E001255,energy_equipment,DAP,road,235,kg,INV265223,DESC energy_equipment 618
S0000303,E001814,aerospace_uas_avionics,DAP,sea,304,pcs,INV751385,DESC aerospace_uas_avionics 830
S0000304,E000298,aerospace_uas_avionics,FOB,road,171,pcs,INV280080,DESC aerospace_uas_avionics 237
S0000305,E001649,aerospace_uas_avionics,CIF,sea,140,kg,INV939350,DESC aerospace_uas_avionics 857
S0000306,E000601,maritime_port_equipment,FOB,road,192,pcs,INV333422,DESC maritime_port_equipment 98
S0000307,E001548,chemicals_precursors,FOB,air,330,kg,INV338651,DESC chemicals_precursors 533
S0000308,E000673,medical_bio_lab,CIF,sea,387,kg,INV642050,DESC medical_bio_lab 496
S0000309,E001865,chemicals_precursors,FOB,air,109,L,INV500848,DESC chemicals_precursors 538
S0000310,E000613,machine_tools,CIF,road,491,pcs,INV437373,DESC machine_tools 222
S0000311,E000442,luxury_dual_use_consumer,FOB,sea,440,kg,INV260243,DESC luxury_dual_use_consumer 382
S0000312,E001124,energy_equipment,CIF,air,428,kg,INV378879,DESC energy_equipment 815
S0000313,E001932,machine_tools,FOB,sea,130,L,INV612608,DESC machine_tools 97
S0000314,E000792,machine_tools,DAP,sea,470,L,INV306324,DESC machine_tools 917
S0000315,E001189,maritime_port_equipment,DAP,sea,79,kg,INV284096,DESC maritime_port_equipment 987
S0000316,E001972,energy_equipment,CIF,sea,489,kg,INV921467,DESC energy_equipment 978
S0000317,E001833,energy_equipment,FOB,air,241,L,INV718574,DESC energy_equipment 648
S0000318,E000871,luxury_dual_use_consumer,DAP,sea,149,L,INV242773,DESC luxury_dual_use_consumer 44
S0000319,E001278,maritime_port_equipment,CIF,road,251,kg,INV987999,DESC maritime_port_equipment 540
S0000320,E001993,machine_tools,FOB,air,46,L,INV647356,DESC machine_tools 230
S0000321,E000950,medical_bio_lab,DAP,air,109,L,INV598335,DESC medical_bio_lab 670
S0000322,E000725,luxury_dual_use_consumer,CIF,air,460,L,INV584008,DESC luxury_dual_use_consumer 877
S0000323,E000286,machine_tools,DAP,air,486,pcs,INV301049,DESC machine_tools 639
S0000324,E000584,luxury_dual_use_consumer,DAP,sea,456,kg,INV326677,DESC luxury_dual_use_consumer 579
S0000325,E000595,luxury_dual_use_consumer,FOB,air,245,L,INV301746,DESC luxury_dual_use_consumer 695
S0000326,E000370,machine_tools,CIF,air,325,kg,INV993946,DESC machine_tools 546
S0000327,E001606,luxury_dual_use_consumer,DAP,road,229,kg,INV655007,DESC luxury_dual_use_consumer 805
S0000328,E001306,aerospace_uas_avionics,FOB,road,1,kg,INV570029,DESC aerospace_uas_avionics 853
S0000329,E001456,aerospace_uas_avionics,CIF,air,135,pcs,INV169185,DESC aerospace_uas_avionics 654
S0000330,E001672,maritime_port_equipment,CIF,sea,111,L,INV543352,DESC maritime_port_equipment 193
S0000331,E000392,aerospace_uas_avionics,DAP,sea,28,kg,INV428677,DESC aerospace_uas_avionics 370
S0000332,E000189,energy_equipment,FOB,road,58,pcs,INV745301,DESC energy_equipment 609
S0000333,E000359,machine_tools,FOB,sea,180,pcs,INV676997,DESC machine_tools 455
S0000334,E000661,machine_tools,DAP,sea,399,L,INV425885,DESC machine_tools 995
S0000335,E001260,maritime_port_equipment,FOB,air,280,pcs,INV374041,DESC maritime_port_equipment 364
S0000336,E000491,aerospace_uas_avionics,CIF,air,168,L,INV413495,DESC aerospace_uas_avionics 100
S0000337,E001642,machine_tools,CIF,road,356,pcs,INV294622,DESC machine_tools 7
S0000338,E000588,maritime_port_equipment,CIF,road,468,kg,INV645691,DESC maritime_port_equipment 723
S0000339,E001690,energy_equipment,FOB,road,93,pcs,INV805593,DESC energy_equipment 294
S0000340,E001781,chemicals_precursors,CIF,air,17,L,INV135352,DESC chemicals_precursors 672
S0000341,E000419,maritime_port_equipment,DAP,air,193,kg,INV502777,DESC maritime_port_equipment 885
S0000342,E000581,energy_equipment,CIF,road,95,kg,INV145775,DESC energy_equipment 944
S0000343,E001097,medical_bio_lab,FOB,air,92,kg,INV554586,DESC medical_bio_lab 360
S0000344,E001175,medical_bio_lab,FOB,road,489,pcs,INV783214,DESC medical_bio_lab 231
S0000345,E001607,machine_tools,FOB,sea,275,pcs,INV729745,DESC machine_tools 913
S0000346,E001215,medical_bio_lab,FOB,air,372,L,INV696668,DESC medical_bio_lab 837
S0000347,E000070,aerospace_uas_avionics,FOB,sea,496,L,INV534349,DESC aerospace_uas_avionics 577
S0000348,E000713,maritime_port_equipment,CIF,sea,437,kg,INV971165,DESC maritime_port_equipment 692
S0000349,E001707,energy_equipment,DAP,air,344,pcs,INV204929,DESC energy_equipment 154
S0000350,E000803,chemicals_precursors,FOB,air,51,pcs,INV471764,DESC chemicals_precursors 703
S0000351,E001316,energy_equipment,CIF,road,287,pcs,INV105019,DESC energy_equipment 778
S0000352,E000462,luxury_dual_use_consumer,CIF,road,355,pcs,INV908014,DESC luxury_dual_use_consumer 43
S0000353,E001272,machine_tools,FOB,air,306,L,INV546159,DESC machine_tools 677
S0000354,E001195,energy_equipment,FOB,road,117,L,INV527907,DESC energy_equipment 741
S0000355,E001131,energy_equipment,FOB,air,383,L,INV219949,DESC energy_equipment 157
S0000356,E000468,medical_bio_lab,FOB,air,155,pcs,INV120678,DESC medical_bio_lab 423
S0000357,E000926,chemicals_precursors,DAP,road,7,pcs,INV250416,DESC chemicals_precursors 813
S0000358,E001548,aerospace_uas_avionics,DAP,air,488,L,INV824550,DESC aerospace_uas_avionics 838
S0000359,E000666,machine_tools,CIF,sea,412,kg,INV650031,DESC machine_tools 153
S0000360,E000511,maritime_port_equipment,CIF,sea,446,pcs,INV600602,DESC maritime_port_equipment 561
S0000361,E000207,maritime_port_equipment,FOB,sea,153,pcs,INV644614,DESC maritime_port_equipment 308
S0000362,E001216,medical_bio_lab,CIF,sea,103,L,INV228666,DESC medical_bio_lab 474
S0000363,E001813,medical_bio_lab,FOB,road,281,pcs,INV142533,DESC medical_bio_lab 591
S0000364,E001126,medical_bio_lab,CIF,air,51,pcs,INV748448,DESC medical_bio_lab 887
S0000365,E000756,chemicals_precursors,CIF,sea,76,L,INV184861,DESC chemicals_precursors 998
S0000366,E000069,maritime_port_equipment,DAP,air,335,pcs,INV807391,DESC maritime_port_equipment 67
S0000367,E000421,medical_bio_lab,FOB,road,258,kg,INV719005,DESC medical_bio_lab 60
S0000368,E001651,maritime_port_equipment,CIF,sea,300,kg,INV274979,DESC maritime_port_equipment 370
S0000369,E001956,chemicals_precursors,FOB,air,65,pcs,INV138734,DESC chemicals_precursors 794
S0000370,E001084,aerospace_uas_avionics,DAP,road,467,pcs,INV773753,DESC aerospace_uas_avionics 878
S0000371,E000911,luxury_dual_use_consumer,DAP,sea,186,kg,INV733375,DESC luxury_dual_use_consumer 963
S0000372,E001234,medical_bio_lab,FOB,sea,98,kg,INV408365,DESC medical_bio_lab 73
S0000373,E000160,maritime_port_equipment,FOB,air,471,L,INV628750,DESC maritime_port_equipment 255
S0000374,E000803,maritime_port_equipment,FOB,sea,362,pcs,INV708267,DESC maritime_port_equipment 665
S0000375,E000308,medical_bio_lab,CIF,sea,95,pcs,INV687604,DESC medical_bio_lab 317
S0000376,E001988,machine_tools,FOB,air,423,kg,INV563862,DESC machine_tools 134
S0000377,E001892,luxury_dual_use_consumer,FOB,sea,301,kg,INV363818,DESC luxury_dual_use_consumer 319
S0000378,E000261,aerospace_uas_avionics,FOB,sea,64,pcs,INV112295,DESC aerospace_uas_avionics 664
S0000379,E001252,luxury_dual_use_consumer,DAP,road,223,pcs,INV374640,DESC luxury_dual_use_consumer 732
S0000380,E000918,energy_equipment,CIF,air,11,L,INV743795,DESC energy_equipment 567
S0000381,E000341,aerospace_uas_avionics,DAP,air,34,pcs,INV594728,DESC aerospace_uas_avionics 216
S0000382,E000279,maritime_port_equipment,CIF,road,358,pcs,INV175692,DESC maritime_port_equipment 282
S0000383,E000318,luxury_dual_use_consumer,CIF,air,82,kg,INV395759,DESC luxury_dual_use_consumer 337
S0000384,E001480,energy_equipment,CIF,road,482,L,INV705846,DESC energy_equipment 375
S0000385,E000501,machine_tools,CIF,road,237,kg,INV390042,DESC machine_tools 130
S0000386,E001852,medical_bio_lab,CIF,air,499,L,INV656283,DESC medical_bio_lab 196
S0000387,E001230,maritime_port_equipment,DAP,road,214,kg,INV430652,DESC maritime_port_equipment 251
S0000388,E001594,luxury_dual_use_consumer,DAP,air,187,kg,INV780425,DESC luxury_dual_use_consumer 164
S0000389,E000572,maritime_port_equipment,FOB,road,379,kg,INV166068,DESC maritime_port_equipment 625
S0000390,E000245,maritime_port_equipment,DAP,sea,427,kg,INV591593,DESC maritime_port_equipment 616
S0000391,E000601,medical_bio_lab,DAP,road,83,pcs,INV447823,DESC medical_bio_lab 899
S0000392,E001259,aerospace_uas_avionics,CIF,road,268,kg,INV444142,DESC aerospace_uas_avionics 151
S0000393,E001287,luxury_dual_use_consumer,DAP,sea,102,L,INV891792,DESC luxury_dual_use_consumer 484
S0000394,E001501,luxury_dual_use_consumer,CIF,sea,40,L,INV124196,DESC luxury_dual_use_consumer 665
S0000395,E001162,machine_tools,CIF,road,451,kg,INV520261,DESC machine_tools 319
S0000396,E000879,maritime_port_equipment,DAP,air,302,pcs,INV137958,DESC maritime_port_equipment 612
S0000397,E001143,medical_bio_lab,DAP,sea,9,pcs,INV252386,DESC medical_bio_lab 903
S0000398,E001319,maritime_port_equipment,CIF,road,425,pcs,INV522249,DESC maritime_port_equipment 205
S0000399,E000705,luxury_dual_use_consumer,DAP,road,233,L,INV862139,DESC luxury_dual_use_consumer 581
S0000400,E001371,luxury_dual_use_consumer,FOB,sea,460,pcs,INV590488,DESC luxury_dual_use_consumer 9
S0000401,E001591,energy_equipment,DAP,sea,40,L,INV106420,DESC energy_equipment 885
S0000402,E000171,chemicals_precursors,DAP,road,150,pcs,INV286450,DESC chemicals_precursors 714
S0000403,E001273,machine_tools,FOB,sea,214,pcs,INV616093,DESC machine_tools 921
S0000404,E001547,machine_tools,CIF,road,244,L,INV920128,DESC machine_tools 326
S0000405,E000724,aerospace_uas_avionics,FOB,sea,322,pcs,INV740996,DESC aerospace_uas_avionics 62
S0000406,E001227,chemicals_precursors,DAP,sea,326,pcs,INV147546,DESC chemicals_precursors 803
S0000407,E000115,luxury_dual_use_consumer,FOB,air,32,L,INV423549,DESC luxury_dual_use_consumer 84
S0000408,E001357,maritime_port_equipment,FOB,sea,94,kg,INV343407,DESC maritime_port_equipment 120
S0000409,E001727,luxury_dual_use_consumer,CIF,road,24,pcs,INV211242,DESC luxury_dual_use_consumer 378
S0000410,E001560,luxury_dual_use_consumer,FOB,air,245,pcs,INV949265,DESC luxury_dual_use_consumer 229
S0000411,E001803,energy_equipment,FOB,road,265,kg,INV364744,DESC energy_equipment 95
S0000412,E000937,medical_bio_lab,FOB,road,313,kg,INV191037,DESC medical_bio_lab 584
S0000413,E000141,machine_tools,CIF,air,24,kg,INV969449,DESC machine_tools 508
S0000414,E000680,luxury_dual_use_consumer,CIF,air,198,L,INV338576,DESC luxury_dual_use_consumer 319
S0000415,E000687,chemicals_precursors,CIF,sea,153,kg,INV642415,DESC chemicals_precursors 690
S0000416,E001543,chemicals_precursors,CIF,air,424,L,INV581246,DESC chemicals_precursors 618
S0000417,E001817,aerospace_uas_avionics,DAP,road,275,L,INV101745,DESC aerospace_uas_avionics 432
S0000418,E001419,medical_bio_lab,CIF,sea,355,pcs,INV215635,DESC medical_bio_lab 404
S0000419,E000852,chemicals_precursors,FOB,sea,8,L,INV631616,DESC chemicals_precursors 745
S0000420,E001975,chemicals_precursors,DAP,air,418,pcs,INV407996,DESC chemicals_precursors 106
S0000421,E001637,medical_bio_lab,DAP,sea,173,pcs,INV397442,DESC medical_bio_lab 586
S0000422,E000193,energy_equipment,CIF,air,338,pcs,INV112178,DESC energy_equipment 899
S0000423,E000381,chemicals_precursors,CIF,sea,156,kg,INV472842,DESC chemicals_precursors 285
S0000424,E001888,medical_bio_lab,FOB,air,371,kg,INV692651,DESC medical_bio_lab 625
S0000425,E000570,energy_equipment,DAP,sea,45,kg,INV649406,DESC energy_equipment 119
S0000426,E001023,chemicals_precursors,DAP,road,299,kg,INV873489,DESC chemicals_precursors 467
S0000427,E001791,energy_equipment,CIF,road,37,L,INV198192,DESC energy_equipment 135
S0000428,E000186,aerospace_uas_avionics,FOB,sea,270,L,INV705276,DESC aerospace_uas_avionics 752
S0000429,E001715,machine_tools,FOB,air,241,L,INV251821,DESC machine_tools 961
S0000430,E001636,maritime_port_equipment,CIF,road,415,kg,INV432767,DESC maritime_port_equipment 90
S0000431,E001787,luxury_dual_use_consumer,CIF,road,100,kg,INV183414,DESC luxury_dual_use_consumer 90
S0000432,E000627,aerospace_uas_avionics,FOB,road,389,pcs,INV381761,DESC aerospace_uas_avionics 238
S0000433,E000484,maritime_port_equipment,CIF,road,478,kg,INV660866,DESC maritime_port_equipment 582
S0000434,E001694,maritime_port_equipment,CIF,sea,307,L,INV507880,DESC maritime_port_equipment 113
S0000435,E000458,luxury_dual_use_consumer,CIF,road,305,kg,INV526661,DESC luxury_dual_use_consumer 44
S0000436,E001307,chemicals_precursors,DAP,sea,297,kg,INV927334,DESC chemicals_precursors 234
S0000437,E000902,luxury_dual_use_consumer,CIF,road,334,pcs,INV832182,DESC luxury_dual_use_consumer 661
S0000438,E000992,aerospace_uas_avionics,DAP,road,63,L,INV542757,DESC aerospace_uas_avionics 213
S0000439,E001078,chemicals_precursors,FOB,sea,355,L,INV247351,DESC chemicals_precursors 587
S0000440,E001449,luxury_dual_use_consumer,CIF,road,103,pcs,INV315589,DESC luxury_dual_use_consumer 711
S0000441,E000174,luxury_dual_use_consumer,DAP,road,26,pcs,INV987684,DESC luxury_dual_use_consumer 38
S0000442,E001458,medical_bio_lab,DAP,sea,355,pcs,INV498169,DESC medical_bio_lab 872
S0000443,E000466,energy_equipment,CIF,air,104,pcs,INV866623,DESC energy_equipment 53
S0000444,E000836,machine_tools,CIF,air,425,pcs,INV130839,DESC machine_tools 230
S0000445,E001402,luxury_dual_use_consumer,FOB,air,468,kg,INV699610,DESC luxury_dual_use_consumer 474
S0000446,E001531,maritime_port_equipment,DAP,sea,15,pcs,INV711639,DESC maritime_port_equipment 838
S0000447,E000448,energy_equipment,FOB,road,275,kg,INV550703,DESC energy_equipment 27
S0000448,E000401,energy_equipment,DAP,air,122,L,INV999822,DESC energy_equipment 415
S0000449,E001161,energy_equipment,CIF,air,76,kg,INV910817,DESC energy_equipment 202
S0000450,E001836,machine_tools,DAP,sea,129,L,INV811050,DESC machine_tools 756
S0000451,E001346,maritime_port_equipment,DAP,road,52,pcs,INV288474,DESC maritime_port_equipment 82
S0000452,E000157,chemicals_precursors,DAP,sea,374,pcs,INV546258,DESC chemicals_precursors 933
S0000453,E001016,machine_tools,FOB,air,426,kg,INV135781,DESC machine_tools 781
S0000454,E000341,maritime_port_equipment,DAP,air,324,kg,INV416301,DESC maritime_port_equipment 906
S0000455,E000038,energy_equipment,DAP,air,95,pcs,INV242511,DESC energy_equipment 798
S0000456,E000826,chemicals_precursors,DAP,sea,254,kg,INV538150,DESC chemicals_precursors 218
S0000457,E000834,machine_tools,CIF,road,129,kg,INV620675,DESC machine_tools 164
S0000458,E001031,medical_bio_lab,CIF,sea,149,pcs,INV466027,DESC medical_bio_lab 365
S0000459,E001886,aerospace_uas_avionics,FOB,road,88,pcs,INV751621,DESC aerospace_uas_avionics 909
S0000460,E000192,energy_equipment,CIF,air,102,kg,INV141702,DESC energy_equipment 447
S0000461,E000841,energy_equipment,FOB,sea,24,pcs,INV604522,DESC energy_equipment 430
S0000462,E000215,medical_bio_lab,DAP,road,123,pcs,INV555665,DESC medical_bio_lab 708
S0000463,E001462,chemicals_precursors,DAP,road,105,pcs,INV266490,DESC chemicals_precursors 161
S0000464,E000953,maritime_port_equipment,CIF,sea,352,pcs,INV504754,DESC maritime_port_equipment 729
S0000465,E000923,maritime_port_equipment,CIF,sea,339,pcs,INV782017,DESC maritime_port_equipment 659
S0000466,E001689,maritime_port_equipment,DAP,sea,53,L,INV339167,DESC maritime_port_equipment 585
S0000467,E001261,chemicals_precursors,FOB,sea,486,pcs,INV568923,DESC chemicals_precursors 20
S0000468,E000806,chemicals_precursors,FOB,sea,144,kg,INV678607,DESC chemicals_precursors 14
S0000469,E000808,aerospace_uas_avionics,DAP,sea,154,pcs,INV678203,DESC aerospace_uas_avionics 973
S0000470,E001922,aerospace_uas_avionics,FOB,sea,256,kg,INV661261,DESC aerospace_uas_avionics 265
S0000471,E000349,chemicals_precursors,CIF,sea,305,pcs,INV103426,DESC chemicals_precursors 591
S0000472,E001828,luxury_dual_use_consumer,CIF,sea,241,L,INV791275,DESC luxury_dual_use_consumer 168
S0000473,E001451,energy_equipment,DAP,road,314,kg,INV749084,DESC energy_equipment 861
S0000474,E001970,energy_equipment,CIF,air,29,L,INV850726,DESC energy_equipment 569
S0000475,E001255,machine_tools,FOB,sea,64,L,INV396427,DESC machine_tools 676
S0000476,E000034,luxury_dual_use_consumer,CIF,sea,429,pcs,INV425086,DESC luxury_dual_use_consumer 364
S0000477,E001524,chemicals_precursors,CIF,sea,420,kg,INV767025,DESC chemicals_precursors 603
S0000478,E000879,luxury_dual_use_consumer,FOB,sea,264,pcs,INV932935,DESC luxury_dual_use_consumer 614
S0000479,E001336,machine_tools,DAP,road,150,pcs,INV810028,DESC machine_tools 613
S0000480,E001332,chemicals_precursors,CIF,air,212,pcs,INV159895,DESC chemicals_precursors 342
S0000481,E000368,energy_equipment,FOB,air,102,kg,INV233356,DESC energy_equipment 724
S0000482,E001933,medical_bio_lab,FOB,air,486,pcs,INV292847,DESC medical_bio_lab 660
S0000483,E001669,machine_tools,CIF,sea,441,pcs,INV773615,DESC machine_tools 758
S0000484,E000925,maritime_port_equipment,FOB,sea,44,kg,INV693528,DESC maritime_port_equipment 459
S0000485,E001165,maritime_port_equipment,DAP,air,83,L,INV425630,DESC maritime_port_equipment 299
S0000486,E000531,energy_equipment,FOB,sea,314,kg,INV832215,DESC energy_equipment 818
S0000487,E001692,luxury_dual_use_consumer,FOB,sea,440,kg,INV917025,DESC luxury_dual_use_consumer 983
S0000488,E000023,luxury_dual_use_consumer,DAP,air,338,L,INV268983,DESC luxury_dual_use_consumer 661
S0000489,E000785,maritime_port_equipment,CIF,road,125,kg,INV780942,DESC maritime_port_equipment 533
S0000490,E001873,aerospace_uas_avionics,FOB,air,94,kg,INV754044,DESC aerospace_uas_avionics 936
S0000491,E001635,luxury_dual_use_consumer,CIF,sea,442,kg,INV486166,DESC luxury_dual_use_consumer 362
S0000492,E000083,maritime_port_equipment,DAP,air,401,kg,INV682241,DESC maritime_port_equipment 51
